"sitio" "replica" "microhabitat" "taxa" "body_mass" "gremio"
"3155" "P" 2 "10" "oripodidae" "13,7066324060302" "detritivoro"
"3156" "L" 3 "Frag" "hipogastruridae" "13,7018415989009" "omnivoro"
"3157" "R" 2 "Hoja" "oppioidea" "13,7017832877069" "microfitofago"
"3158" "L" 3 "Frag" "isotomidae" "13,6956375017327" "detritivoro"
"3159" "P" 2 "humus" "astigmata" "13,6869353477872" "omnivoro"
"3160" "P" 1 "humus" "scheloribates" "13,65681033078" "detritivoro"
"3161" "P" 1 "humus" "parasitidae" "13,6105947181854" "predador"
"3162" "P" 2 "humus" "scheloribates" "13,6089153833263" "detritivoro"
"3163" "R" 1 "humus" "arctacaridae" "13,5606252523359" "predador"
"3164" "P" 2 "Frag" "oripodidae" "13,5420993692239" "detritivoro"
"3165" "P" 2 "Frag" "oribatulidae" "13,5147784222604" "microfitofago"
"3166" "P" 2 "10" "oripodidae" "13,5144781539683" "detritivoro"
"3167" "L" 3 "Frag" "hipogastruridae" "13,4926718239999" "omnivoro"
"3168" "L" 2 "humus" "hipogastruridae" "13,4756397560268" "omnivoro"
"3169" "P" 2 "Frag" "scheloribates" "13,4685279017618" "detritivoro"
"3170" "R" 1 "10" "fungivoro" "13,4564819145248" "microfitofago"
"3171" "L" 1 "humus" "scheloribates" "13,4288064093585" "detritivoro"
"3172" "R" 2 "10" "fungivoro" "13,4220468970984" "microfitofago"
"3173" "R" 1 "10" "oripodidae" "13,4171288009328" "detritivoro"
"3174" "R" 1 "humus" "oribatulidae" "13,4037631194079" "microfitofago"
"3175" "R" 1 "humus" "ceratozetoidea" "13,4007435495772" "detritivoro"
"3176" "L" 2 "10" "oripodidae" "13,3783087605972" "detritivoro"
"3177" "P" 3 "Frag" "laelapidae" "13,371300265238" "predador"
"3178" "P" 3 "Frag" "bdelloidea" "13,3610803992213" "predador"
"3179" "P" 1 "Frag" "hipogastruridae" "13,3426840072803" "omnivoro"
"3180" "L" 2 "10" "fungivoro" "13,336608805243" "microfitofago"
"3181" "P" 1 "humus" "scheloribates" "13,330827895759" "detritivoro"
"3182" "P" 1 "humus" "parasitidae" "13,3264168376956" "predador"
"3183" "P" 3 "Frag" "scheloribates" "13,2996821415743" "detritivoro"
"3184" "P" 2 "10" "oripodidae" "13,285645653261" "detritivoro"
"3185" "P" 1 "humus" "parasitidae" "13,2528425884653" "predador"
"3186" "L" 3 "humus" "oripodidae" "13,2253787750072" "detritivoro"
"3187" "L" 2 "10" "astigmata" "13,2045880357918" "omnivoro"
"3188" "L" 3 "Frag" "isotomidae" "13,2039630262333" "detritivoro"
"3189" "P" 3 "Frag" "scheloribates" "13,1959074533604" "detritivoro"
"3190" "P" 1 "Frag" "isotomidae" "13,1958666598048" "detritivoro"
"3191" "P" 1 "10" "fungivoro" "13,1909721854175" "microfitofago"
"3192" "P" 1 "10" "ceratozetoidea" "13,1886454545762" "detritivoro"
"3193" "R" 2 "humus" "scheloribates" "13,1823509218154" "detritivoro"
"3194" "L" 2 "humus" "hipogastruridae" "13,179482697539" "omnivoro"
"3195" "L" 1 "humus" "parasitidae" "13,1256861588633" "predador"
"3196" "L" 3 "10" "predador" "13,1175285908775" "predador"
"3197" "L" 2 "humus" "oripodidae" "13,1145958015098" "detritivoro"
"3198" "P" 1 "humus" "oripodidae" "13,1137409919461" "detritivoro"
"3199" "P" 2 "10" "omnivoro" "13,111501329855" "omnivoro"
"3200" "P" 1 "humus" "onichiuridae" "13,0897923653173" "microfitofago"
"3201" "P" 1 "Frag" "parasitidae" "13,0854171593762" "predador"
"3202" "P" 1 "humus" "oripodidae" "13,0820094086885" "detritivoro"
"3203" "L" 1 "10" "hipogastruridae" "13,0743830332855" "omnivoro"
"3204" "P" 1 "humus" "parasitidae" "13,0563347427765" "predador"
"3205" "L" 2 "humus" "oripodidae" "13,0487420458725" "detritivoro"
"3206" "P" 3 "Frag" "oribatulidae" "13,041696447854" "microfitofago"
"3207" "P" 1 "humus" "scheloribates" "13,0259688204974" "detritivoro"
"3208" "P" 2 "humus" "oripodidae" "12,9469032211496" "detritivoro"
"3209" "R" 3 "humus" "oripodidae" "12,944225838344" "detritivoro"
"3210" "R" 3 "10" "fungivoro" "12,9437149694397" "microfitofago"
"3211" "P" 2 "Frag" "oribatulidae" "12,9231690474943" "microfitofago"
"3212" "R" 3 "Frag" "isotomidae" "12,9125357248269" "detritivoro"
"3213" "R" 2 "humus" "oripodidae" "12,9115888767735" "detritivoro"
"3214" "P" 1 "Frag" "isotomidae" "12,873328159207" "detritivoro"
"3215" "R" 3 "Frag" "dermanisoidea" "12,8486797444595" "predador"
"3216" "P" 1 "10" "scheloribates" "12,8314664924239" "detritivoro"
"3217" "L" 3 "Frag" "hipogastruridae" "12,8305188394064" "omnivoro"
"3218" "L" 1 "humus" "astigmata" "12,8226763825444" "omnivoro"
"3219" "P" 2 "Frag" "scheloribates" "12,7917756560836" "detritivoro"
"3220" "L" 1 "humus" "scheloribates" "12,7902171651956" "detritivoro"
"3221" "L" 3 "Frag" "hipogastruridae" "12,7783903218921" "omnivoro"
"3222" "P" 1 "10" "parasitidae" "12,7630419870558" "predador"
"3223" "P" 1 "humus" "oripodidae" "12,7424670022054" "detritivoro"
"3224" "R" 3 "humus" "astigmata" "12,7369893082837" "omnivoro"
"3225" "L" 2 "humus" "hipogastruridae" "12,733970258964" "omnivoro"
"3226" "L" 1 "humus" "parasitidae" "12,7319259961942" "predador"
"3227" "P" 2 "humus" "ceratozetoidea" "12,7239204976905" "detritivoro"
"3228" "P" 1 "Frag" "scheloribates" "12,7219118170228" "detritivoro"
"3229" "L" 2 "10" "astigmata" "12,712304889413" "omnivoro"
"3230" "P" 2 "Frag" "oripodidae" "12,711823493787" "detritivoro"
"3231" "R" 1 "humus" "oripodidae" "12,7075923507461" "detritivoro"
"3232" "P" 1 "humus" "scheloribates" "12,6801945559505" "detritivoro"
"3233" "P" 1 "Frag" "hipogastruridae" "12,6786941106144" "omnivoro"
"3234" "P" 1 "humus" "scheloribates" "12,6689941712154" "detritivoro"
"3235" "R" 1 "Frag" "oripodidae" "12,6685629607573" "detritivoro"
"3236" "P" 1 "humus" "oripodidae" "12,6682846957777" "detritivoro"
"3237" "L" 1 "Frag" "oripodidae" "12,6560158545225" "detritivoro"
"3238" "L" 2 "10" "oripodidae" "12,6513814651958" "detritivoro"
"3239" "P" 2 "humus" "oripodidae" "12,6416173782027" "detritivoro"
"3240" "L" 2 "humus" "hipogastruridae" "12,6412445724269" "omnivoro"
"3241" "L" 2 "humus" "isotomidae" "12,6114307480656" "detritivoro"
"3242" "P" 1 "humus" "scheloribates" "12,608288394951" "detritivoro"
"3243" "L" 1 "10" "omnivoro" "12,6023866314424" "omnivoro"
"3244" "L" 1 "humus" "oribatulidae" "12,5895938246494" "microfitofago"
"3245" "L" 1 "humus" "oripodidae" "12,5702900680314" "detritivoro"
"3246" "R" 3 "Frag" "galumnidae" "12,5638136839251" "microfitofago"
"3247" "R" 3 "humus" "onichiuridae" "12,5525986789093" "microfitofago"
"3248" "R" 1 "humus" "oribatulidae" "12,5394772290913" "microfitofago"
"3249" "P" 2 "10" "scheloribates" "12,5253778166943" "detritivoro"
"3250" "P" 1 "humus" "scheloribates" "12,5246079940212" "detritivoro"
"3251" "P" 1 "humus" "isotomidae" "12,5157817044645" "detritivoro"
"3252" "P" 1 "humus" "ceratozetoidea" "12,512220583302" "detritivoro"
"3253" "L" 1 "humus" "isotomidae" "12,5086141978756" "detritivoro"
"3254" "L" 3 "10" "oripodidae" "12,5047876949135" "detritivoro"
"3255" "L" 1 "Frag" "onichiuridae" "12,4978169686773" "microfitofago"
"3256" "L" 1 "humus" "astigmata" "12,4482963854214" "omnivoro"
"3257" "L" 3 "Frag" "hipogastruridae" "12,4470946028626" "omnivoro"
"3258" "P" 1 "Frag" "ceratozetoidea" "12,4393259955326" "detritivoro"
"3259" "P" 1 "humus" "scheloribates" "12,4180191871836" "detritivoro"
"3260" "L" 1 "humus" "parasitidae" "12,4086572486887" "predador"
"3261" "P" 1 "humus" "isotomidae" "12,4032989790399" "detritivoro"
"3262" "P" 2 "humus" "oripodidae" "12,3975038252648" "detritivoro"
"3263" "P" 2 "humus" "oripodidae" "12,3838297590809" "detritivoro"
"3264" "L" 3 "Frag" "hipogastruridae" "12,3794840341257" "omnivoro"
"3265" "L" 1 "humus" "hipogastruridae" "12,3607334511249" "omnivoro"
"3266" "P" 1 "humus" "bdelloidea" "12,3600684748283" "predador"
"3267" "R" 2 "humus" "eviphididae" "12,3518573989068" "predador"
"3268" "P" 1 "humus" "oppioidea" "12,3512275564372" "microfitofago"
"3269" "L" 2 "humus" "isotomidae" "12,3466381048441" "detritivoro"
"3270" "R" 1 "humus" "oripodidae" "12,3340752299619" "detritivoro"
"3271" "L" 1 "humus" "parasitidae" "12,3253187163094" "predador"
"3272" "R" 2 "humus" "astigmata" "12,3129916157431" "omnivoro"
"3273" "P" 2 "Frag" "scheloribates" "12,2883585542992" "detritivoro"
"3274" "P" 1 "10" "oripodidae" "12,2828339581879" "detritivoro"
"3275" "P" 2 "humus" "oripodidae" "12,2707195065698" "detritivoro"
"3276" "L" 3 "humus" "oribatulidae" "12,2588680350793" "microfitofago"
"3277" "L" 2 "humus" "penthalidae" "12,2437328929284" "predador"
"3278" "L" 2 "humus" "hipogastruridae" "12,2399040693039" "omnivoro"
"3279" "L" 1 "humus" "ceratozetoidea" "12,2164710055828" "detritivoro"
"3280" "R" 1 "humus" "scheloribates" "12,2138321472863" "detritivoro"
"3281" "L" 2 "10" "fungivoro" "12,1968204417322" "microfitofago"
"3282" "P" 2 "humus" "oribatulidae" "12,1963430910484" "microfitofago"
"3283" "L" 3 "10" "oripodidae" "12,189129527647" "detritivoro"
"3284" "P" 2 "Frag" "oppioidea" "12,172824828174" "microfitofago"
"3285" "P" 1 "humus" "scheloribates" "12,1660878524637" "detritivoro"
"3286" "P" 1 "humus" "oribatulidae" "12,1420006269058" "microfitofago"
"3287" "P" 3 "Frag" "laelapidae" "12,1366912540212" "predador"
"3288" "P" 1 "humus" "isotomidae" "12,1339970278627" "detritivoro"
"3289" "L" 2 "humus" "hipogastruridae" "12,1315578843698" "omnivoro"
"3290" "L" 1 "humus" "parasitidae" "12,1118892344106" "predador"
"3291" "L" 2 "humus" "isotomidae" "12,1116887704794" "detritivoro"
"3292" "P" 2 "humus" "oripodidae" "12,1090659135181" "detritivoro"
"3293" "P" 1 "humus" "parasitidae" "12,0994692836331" "predador"
"3294" "R" 2 "Hoja" "oripodidae" "12,0944242844404" "detritivoro"
"3295" "L" 2 "humus" "isotomidae" "12,0915301039927" "detritivoro"
"3296" "L" 3 "Frag" "hipogastruridae" "12,0790497952141" "omnivoro"
"3297" "R" 2 "humus" "scheloribates" "12,0487720846658" "detritivoro"
"3298" "P" 3 "humus" "scheloribates" "12,0410176513107" "detritivoro"
"3299" "P" 2 "hoja" "oppioidea" "12,0315083866205" "microfitofago"
"3300" "L" 1 "humus" "parasitidae" "12,0178642700485" "predador"
"3301" "L" 1 "humus" "hipogastruridae" "12,0094143006271" "omnivoro"
"3302" "R" 1 "Frag" "parasitidae" "11,9998152350308" "predador"
"3303" "P" 1 "humus" "rhodacaroidea" "11,9700882130579" "predador"
"3304" "L" 1 "humus" "hipogastruridae" "11,9628353409821" "omnivoro"
"3305" "P" 3 "Frag" "oribatulidae" "11,9423957737873" "microfitofago"
"3306" "L" 3 "10" "oripodidae" "11,9399616486771" "detritivoro"
"3307" "R" 3 "humus" "lohmanidae" "11,9356005620546" "microfitofago"
"3308" "L" 1 "humus" "isotomidae" "11,9349021337054" "detritivoro"
"3309" "P" 1 "Frag" "isotomidae" "11,9291488571128" "detritivoro"
"3310" "R" 1 "Frag" "parasitidae" "11,9026524172426" "predador"
"3311" "L" 3 "humus" "rhodacaroidea" "11,9017184244889" "predador"
"3312" "L" 1 "humus" "isotomidae" "11,8970366312848" "detritivoro"
"3313" "R" 1 "humus" "oribatulidae" "11,8932447733721" "microfitofago"
"3314" "L" 1 "humus" "hipogastruridae" "11,8759539544068" "omnivoro"
"3315" "P" 3 "Frag" "oripodidae" "11,8725494173392" "detritivoro"
"3316" "P" 1 "humus" "oripodidae" "11,8480172046334" "detritivoro"
"3317" "R" 3 "humus" "eupodoidea" "11,8240529600464" "predador"
"3318" "P" 2 "10" "scheloribates" "11,822321615109" "detritivoro"
"3319" "P" 1 "humus" "scheloribates" "11,8167486361166" "detritivoro"
"3320" "R" 3 "10" "epilhomanioidea" "11,8105024896511" "detritivoro"
"3321" "R" 1 "humus" "oripodidae" "11,7729975825311" "detritivoro"
"3322" "R" 1 "humus" "oripodidae" "11,7724000832558" "detritivoro"
"3323" "P" 1 "Frag" "onichiuridae" "11,7690868196316" "microfitofago"
"3324" "P" 3 "humus" "onichiuridae" "11,7341220148937" "microfitofago"
"3325" "L" 3 "Frag" "hipogastruridae" "11,7258527777928" "omnivoro"
"3326" "P" 1 "10" "oribatulidae" "11,719017492439" "microfitofago"
"3327" "P" 1 "humus" "oripodidae" "11,6568210664261" "detritivoro"
"3328" "P" 2 "10" "oribatulidae" "11,6410865396682" "microfitofago"
"3329" "L" 1 "Frag" "hipogastruridae" "11,6088419683017" "omnivoro"
"3330" "R" 3 "10" "oripodidae" "11,5930938401014" "detritivoro"
"3331" "P" 2 "humus" "astigmata" "11,5916526498564" "omnivoro"
"3332" "L" 3 "Frag" "hipogastruridae" "11,5729608193124" "omnivoro"
"3333" "P" 1 "Frag" "scheloribates" "11,5499185793274" "detritivoro"
"3334" "R" 3 "humus" "tenerifidae" "11,5426129038373" "predador"
"3335" "P" 1 "humus" "oripodidae" "11,5422155667474" "detritivoro"
"3336" "L" 2 "humus" "isotomidae" "11,5413132130656" "detritivoro"
"3337" "R" 1 "humus" "oripodidae" "11,5393316226763" "detritivoro"
"3338" "R" 1 "humus" "oripodidae" "11,5393316226763" "detritivoro"
"3339" "P" 1 "humus" "parasitidae" "11,5215619037526" "predador"
"3340" "L" 2 "humus" "hipogastruridae" "11,5002729377745" "omnivoro"
"3341" "R" 3 "humus" "oribatulidae" "11,4934481080128" "microfitofago"
"3342" "P" 1 "humus" "onichiuridae" "11,49282722969" "microfitofago"
"3343" "L" 2 "10" "omnivoro" "11,4768387700058" "omnivoro"
"3344" "P" 1 "Frag" "hipogastruridae" "11,4703911976777" "omnivoro"
"3345" "L" 1 "humus" "parasitidae" "11,4549941926711" "predador"
"3346" "L" 1 "humus" "hipogastruridae" "11,43159088928" "omnivoro"
"3347" "L" 1 "10" "hipogastruridae" "11,4265751896288" "omnivoro"
"3348" "L" 1 "humus" "oripodidae" "11,4246880387883" "detritivoro"
"3349" "P" 2 "humus" "rhodacaroidea" "11,4140191600603" "predador"
"3350" "R" 1 "Hoja" "isotomidae" "11,3984249469924" "detritivoro"
"3351" "L" 3 "humus" "oripodidae" "11,3881357924553" "detritivoro"
"3352" "P" 2 "Frag" "scheloribates" "11,3875542463584" "detritivoro"
"3353" "P" 3 "10" "scheloribates" "11,3633183921516" "detritivoro"
"3354" "L" 2 "humus" "isotomidae" "11,3618961377476" "detritivoro"
"3355" "L" 1 "Frag" "hipogastruridae" "11,3570691721754" "omnivoro"
"3356" "L" 3 "humus" "hipogastruridae" "11,3428223933235" "omnivoro"
"3357" "P" 1 "humus" "oripodidae" "11,3310415991655" "detritivoro"
"3358" "P" 1 "humus" "parasitidae" "11,3166414822434" "predador"
"3359" "R" 1 "10" "omnivoro" "11,2886346317737" "omnivoro"
"3360" "L" 3 "humus" "scheloribates" "11,283607336711" "detritivoro"
"3361" "P" 1 "humus" "scheloribates" "11,268706536741" "detritivoro"
"3362" "R" 2 "10" "fungivoro" "11,267117045694" "microfitofago"
"3363" "P" 1 "10" "omnivoro" "11,2668116033611" "omnivoro"
"3364" "R" 3 "Hoja" "hipogastruridae" "11,2652026710859" "omnivoro"
"3365" "P" 1 "Frag" "parasitidae" "11,252268052483" "predador"
"3366" "L" 3 "Frag" "hipogastruridae" "11,2431548680671" "omnivoro"
"3367" "P" 2 "humus" "scheloribates" "11,2407399297131" "detritivoro"
"3368" "P" 1 "humus" "isotomidae" "11,2314560500978" "detritivoro"
"3369" "P" 2 "Frag" "scheloribates" "11,22830177749" "detritivoro"
"3370" "P" 1 "humus" "oripodidae" "11,2264049632285" "detritivoro"
"3371" "P" 2 "Frag" "oripodidae" "11,2238870477728" "detritivoro"
"3372" "P" 1 "humus" "oripodidae" "11,2230011052636" "detritivoro"
"3373" "L" 3 "Frag" "astigmata" "11,2004226017149" "omnivoro"
"3374" "L" 1 "humus" "scheloribates" "11,1973748530506" "detritivoro"
"3375" "P" 1 "humus" "scheloribates" "11,1811734604896" "detritivoro"
"3376" "L" 1 "humus" "hipogastruridae" "11,176384784656" "omnivoro"
"3377" "P" 1 "humus" "bdelloidea" "11,171149550768" "predador"
"3378" "R" 1 "humus" "entomobryoidea" "11,1700384915182" "microfitofago"
"3379" "R" 1 "10" "oripodidae" "11,1556854783977" "detritivoro"
"3380" "L" 3 "Frag" "hipogastruridae" "11,1537677116952" "omnivoro"
"3381" "L" 3 "humus" "oribatulidae" "11,1251901970123" "microfitofago"
"3382" "L" 2 "10" "fungivoro" "11,1137789497922" "microfitofago"
"3383" "L" 1 "humus" "scheloribates" "11,110694429684" "detritivoro"
"3384" "L" 3 "Frag" "isotomidae" "11,10803460743" "detritivoro"
"3385" "P" 1 "humus" "isotomidae" "11,103428248602" "detritivoro"
"3386" "R" 3 "humus" "oripodidae" "11,095979181685" "detritivoro"
"3387" "L" 3 "Frag" "hipogastruridae" "11,0842271326214" "omnivoro"
"3388" "P" 1 "humus" "scheloribates" "11,0734197485308" "detritivoro"
"3389" "R" 1 "humus" "oripodidae" "11,0682659086729" "detritivoro"
"3390" "L" 1 "10" "onichiuridae" "11,0631451470539" "microfitofago"
"3391" "R" 1 "Frag" "oribatulidae" "11,0520237236841" "microfitofago"
"3392" "R" 1 "10" "bacterivoro" "11,043254411721" "microfitofago"
"3393" "L" 2 "humus" "isotomidae" "11,0397431000334" "detritivoro"
"3394" "L" 1 "humus" "scheloribates" "11,0299122212176" "detritivoro"
"3395" "R" 2 "humus" "scheloribates" "11,0273566777614" "detritivoro"
"3396" "P" 1 "humus" "rhodacaroidea" "11,0237161971263" "predador"
"3397" "L" 2 "humus" "parasitidae" "11,0160411987321" "predador"
"3398" "P" 1 "Frag" "scheloribates" "11,0156004289731" "detritivoro"
"3399" "L" 3 "Frag" "parasitidae" "10,9902910507324" "predador"
"3400" "L" 3 "Frag" "isotomidae" "10,986274518464" "detritivoro"
"3401" "R" 1 "20" "symphyla" "10,9718148654117" "microfitofago"
"3402" "L" 3 "Hoja" "hipogastruridae" "10,964315750387" "omnivoro"
"3403" "R" 1 "humus" "oripodidae" "10,937536737589" "detritivoro"
"3404" "R" 1 "humus" "oripodidae" "10,937536737589" "detritivoro"
"3405" "P" 1 "humus" "bdelloidea" "10,9262614525883" "predador"
"3406" "P" 2 "humus" "ceratozetoidea" "10,9172796209865" "detritivoro"
"3407" "L" 3 "Hoja" "hipogastruridae" "10,9139291031312" "omnivoro"
"3408" "L" 2 "10" "mesostigmata" "10,9127275216957" "predador"
"3409" "L" 1 "H" "oribatido" "10,9127275216957" "detritivoro"
"3410" "R" 3 "10" "oppioidea" "10,9036679735942" "microfitofago"
"3411" "L" 1 "10" "omnivoro" "10,8862821878047" "omnivoro"
"3412" "P" 1 "humus" "parasitidae" "10,8792876009412" "predador"
"3413" "P" 2 "Frag" "oripodidae" "10,8761160804566" "detritivoro"
"3414" "L" 2 "humus" "hipogastruridae" "10,8726683500169" "omnivoro"
"3415" "P" 1 "humus" "parasitidae" "10,8692931348202" "predador"
"3416" "R" 1 "Frag" "oripodidae" "10,8248080868053" "detritivoro"
"3417" "L" 2 "humus" "isotomidae" "10,8238741019071" "detritivoro"
"3418" "P" 2 "humus" "oripodidae" "10,8138873383165" "detritivoro"
"3419" "P" 1 "humus" "scheloribates" "10,8048772319026" "detritivoro"
"3420" "P" 2 "Frag" "rhagidiidae" "10,7990053505364" "predador"
"3421" "P" 1 "humus" "oribatulidae" "10,7964453091793" "microfitofago"
"3422" "P" 1 "Frag" "scheloribates" "10,7916830466611" "detritivoro"
"3423" "L" 2 "humus" "oripodidae" "10,7825547539498" "detritivoro"
"3424" "L" 3 "humus" "isotomidae" "10,7747469361807" "detritivoro"
"3425" "P" 1 "humus" "oppioidea" "10,7564581501767" "microfitofago"
"3426" "P" 1 "humus" "oripodidae" "10,7493227554519" "detritivoro"
"3427" "R" 3 "Frag" "oripodidae" "10,7105843488808" "detritivoro"
"3428" "L" 1 "humus" "parasitidae" "10,7047102517664" "predador"
"3429" "R" 3 "humus" "isotomidae" "10,694989104396" "detritivoro"
"3430" "R" 3 "humus" "isotomidae" "10,694989104396" "detritivoro"
"3431" "P" 1 "Frag" "scheloribates" "10,6917353440903" "detritivoro"
"3432" "R" 3 "humus" "oripodidae" "10,6623843933886" "detritivoro"
"3433" "P" 1 "humus" "oripodidae" "10,6359461074532" "detritivoro"
"3434" "R" 3 "10" "oppioidea" "10,6329685027089" "microfitofago"
"3435" "L" 3 "Frag" "isotomidae" "10,6209722521247" "detritivoro"
"3436" "L" 3 "Frag" "hipogastruridae" "10,609115819357" "omnivoro"
"3437" "L" 3 "10" "fungivoro" "10,6075680639449" "microfitofago"
"3438" "P" 1 "humus" "oripodidae" "10,6073341716228" "detritivoro"
"3439" "L" 1 "humus" "parasitidae" "10,6044197197316" "predador"
"3440" "P" 3 "Frag" "lohmanidae" "10,5946909119123" "microfitofago"
"3441" "R" 1 "humus" "oribatulidae" "10,5751447128238" "microfitofago"
"3442" "L" 1 "humus" "isotomidae" "10,574295231609" "detritivoro"
"3443" "L" 3 "humus" "oripodidae" "10,5628349682291" "detritivoro"
"3444" "L" 2 "10" "predador" "10,5572403890298" "predador"
"3445" "P" 1 "humus" "isotomidae" "10,5571280309231" "detritivoro"
"3446" "L" 1 "humus" "bdelloidea" "10,5317566899132" "predador"
"3447" "R" 1 "Frag" "oripodidae" "10,5240853845962" "detritivoro"
"3448" "P" 1 "humus" "oripodidae" "10,4959050227105" "detritivoro"
"3449" "L" 2 "humus" "isotomidae" "10,4889082110495" "detritivoro"
"3450" "P" 1 "humus" "scheloribates" "10,4873540973419" "detritivoro"
"3451" "L" 3 "Frag" "isotomidae" "10,4777985402373" "detritivoro"
"3452" "L" 1 "humus" "astigmata" "10,4746675493904" "omnivoro"
"3453" "L" 3 "Frag" "oppioidea" "10,4731633552419" "microfitofago"
"3454" "L" 1 "humus" "isotomidae" "10,4549719150108" "detritivoro"
"3455" "L" 3 "Frag" "isotomidae" "10,442334198194" "detritivoro"
"3456" "P" 3 "Frag" "oribatulidae" "10,4157368107065" "microfitofago"
"3457" "P" 2 "humus" "rhodacaroidea" "10,4142640485226" "predador"
"3458" "L" 3 "10" "omnivoro" "10,3535898298372" "omnivoro"
"3459" "L" 1 "humus" "parasitidae" "10,3518802898973" "predador"
"3460" "R" 3 "humus" "astigmata" "10,3493982852703" "omnivoro"
"3461" "R" 1 "humus" "oripodidae" "10,3364944639111" "detritivoro"
