Sitio	replica	estrato	UnidadTaxonómica	Largo	Ancho	body_mass
R	3	Frag	dermanisoidea	634.239	421.578	14.226073177541
R	2	10	bacterivoro	3620.4355	165.218	14.1945195216026
P	2	10	oripodidae	605.648	384.573	14.1556777292032
R	1	humus	oripodidae	620.257	364.069	14.1395514452618
L	3	10	bacterivoro	7046.392	118.186	14.1365693744512
P	2	10	oripodidae	587.394	410.365	14.1049337240714
P	2	Frag	oripodidae	584.362	414.71	14.0905418487549
R	1	humus	limnozetidae	637.953	338.515	14.090090798079
R	1	humus	oripodidae	655.724	319.141	14.0511175430644
L	2	humus	hipogastruridae	1152.972	220.893	14.0487550200621
L	3	humus	oripodidae	640.661	335.984	14.0407208885879
L	2	humus	isotomidae	1436.487	328.861	14.0377895111468
P	2	10	omnivoro	4040.598	155.5	14.0330344618659
L	3	10	oripodidae	604.908	381.968	14.0305850022832
R	1	10	japygiidae	3434.511	433.805	14.0013034707283
P	3	humus	onichiuridae	1540.373	354.38	13.9949457214328
L	1	humus	scheloribates	613.512	369.021	13.9948322155166
L	3	Frag	isotomidae	1434.023	317.705	13.9709521468441
P	3	Frag	onichiuridae	1539.148	372.161	13.9643604842553
R	1	humus	oripodidae	591.283	399.751	13.9565042418817
P	1	humus	parasitidae	650.233	386.224	13.9231697187118
P	1	10	bdelloidea	843.229	452.201	13.9004701354604
P	1	Frag	scheloribates	569.718	432.66	13.8997100786736
L	2	humus	hipogastruridae	1147.302	392.496	13.8732516519738
P	1	humus	scheloribates	665.469	304.043	13.8524538794263
L	2	humus	isotomidae	1428.948	263.089	13.8339327867049
P	3	10	parasitidae	625.809	421.417	13.829306804821
P	3	Frag	oripodidae	586.114	403.604	13.8255096464128
L	3	Frag	oripodidae	636.715	334.979	13.8220214380309
L	3	Frag	hipogastruridae	1145.426	274.398	13.8154789085008
L	3	Frag	hipogastruridae	1145.027	318.051	13.8032103163106
L	1	humus	parasitidae	661.334	365.097	13.758827871345
L	1	humus	eupodoidea	839.934	432.275	13.7381537081774
L	2	humus	isotomidae	1425.24	368.494	13.7343669646522
P	2	humus	oripodidae	580.504	409.403	13.7313533601614
P	2	Frag	scheloribates	611.816	363.725	13.7282935975305
P	3	Frag	oribatulidae	542.86	414.941	13.7225614708024
L	2	humus	isotomidae	1424.683	460.223	13.7194503741497
R	2	humus	uropodidae	594.564	473.791	13.7102990919586
L	1	humus	parasitidae	667.075	355.769	13.7083496517385
P	2	10	oripodidae	629.375	340.737	13.7066324060302
L	3	Frag	hipogastruridae	1141.722	559.685	13.7018415989009
R	2	Hoja	oppioidea	579.174	410.566	13.7017832877069
L	3	Frag	isotomidae	1423.793	309.794	13.6956375017327
P	2	humus	astigmata	642.497	358.411	13.6869353477872
P	1	humus	scheloribates	624.367	345.554	13.65681033078
P	1	humus	parasitidae	662.823	358.408	13.6105947181854
P	2	humus	scheloribates	633.45	333.257	13.6089153833263
R	1	humus	arctacaridae	629.307	406.018	13.5606252523359
P	2	Frag	oripodidae	612.188	357.934	13.5420993692239
P	2	Frag	oribatulidae	475.55	478.387	13.5147784222604
P	2	10	oripodidae	623.266	343.041	13.5144781539683
L	3	Frag	hipogastruridae	1134.855	282.734	13.4926718239999
L	2	humus	hipogastruridae	1134.293	392.925	13.4756397560268
P	2	Frag	scheloribates	614.482	352.865	13.4685279017618
R	1	10	fungivoro	5073.17	135.895	13.4564819145248
L	1	humus	scheloribates	597.118	375.151	13.4288064093585
R	2	10	fungivoro	3358.095	166.817	13.4220468970984
R	1	10	oripodidae	616.957	348.257	13.4171288009328
R	1	humus	oribatulidae	637.953	338.515	13.4037631194079
R	1	humus	ceratozetoidea	605.1	363.303	13.4007435495772
L	2	10	oripodidae	607.516	359.416	13.3783087605972
P	3	Frag	laelapidae	660.731	353.69	13.371300265238
P	3	Frag	bdelloidea	832.178	332.372	13.3610803992213
P	1	Frag	hipogastruridae	1129.891	463.641	13.3426840072803
L	2	10	fungivoro	6048.541	123.901	13.336608805243
P	1	humus	scheloribates	588.911	383.967	13.330827895759
P	1	humus	parasitidae	636.016	387.328	13.3264168376956
P	3	Frag	scheloribates	613.572	349.272	13.2996821415743
P	2	10	oripodidae	580.522	395.104	13.285645653261
P	1	humus	parasitidae	616.655	415.548	13.2528425884653
L	3	humus	oripodidae	604.021	359.633	13.2253787750072
L	2	10	astigmata	683.165	329.263	13.2045880357918
L	3	Frag	isotomidae	1405.191	354.881	13.2039630262333
P	3	Frag	scheloribates	633.019	322.888	13.1959074533604
P	1	Frag	isotomidae	1404.881	294.608	13.1958666598048
P	1	10	fungivoro	3807.879	155.301	13.1909721854175
P	1	10	ceratozetoidea	597.086	367.986	13.1886454545762
R	2	humus	scheloribates	617.276	341.312	13.1823509218154
L	2	humus	hipogastruridae	1124.451	310.247	13.179482697539
L	1	humus	parasitidae	649.975	360.39	13.1256861588633
L	3	10	predador	2879.571	178.09	13.1175285908775
L	2	humus	oripodidae	614.369	343.046	13.1145958015098
P	1	humus	oripodidae	595.179	368.378	13.1137409919461
P	2	10	omnivoro	3787.669	155.245	13.111501329855
P	1	humus	onichiuridae	1503.372	266.601	13.0897923653173
P	1	Frag	parasitidae	656.375	350.426	13.0854171593762
P	1	humus	oripodidae	599.703	361.22	13.0820094086885
L	1	10	hipogastruridae	1120.926	291.133	13.0743830332855
P	1	humus	parasitidae	616.558	408.383	13.0563347427765
L	2	humus	oripodidae	574.222	397.154	13.0487420458725
P	3	Frag	oribatulidae	564.423	382.494	13.041696447854
P	1	humus	scheloribates	576.721	392.559	13.0259688204974
P	2	humus	oripodidae	626.393	323.911	12.9469032211496
R	3	humus	oripodidae	584.192	378.794	12.944225838344
R	3	10	fungivoro	5917.924	123.402	12.9437149694397
P	2	Frag	oribatulidae	618.64	341.743	12.9231690474943
R	3	Frag	isotomidae	1393.955	419.877	12.9125357248269
R	2	humus	oripodidae	617.856	333.076	12.9115888767735
P	1	Frag	isotomidae	1392.431	355.787	12.873328159207
R	3	Frag	dermanisoidea	600.39	428.048	12.8486797444595
P	1	10	scheloribates	582.904	377.113	12.8314664924239
L	3	Frag	hipogastruridae	1112.68	366.357	12.8305188394064
L	1	humus	astigmata	690.61	319.525	12.8226763825444
P	2	Frag	scheloribates	631.347	314.129	12.7917756560836
L	1	humus	scheloribates	686.377	260.307	12.7902171651956
L	3	Frag	hipogastruridae	1110.905	470.699	12.7783903218921
P	1	10	parasitidae	668.243	325.339	12.7630419870558
P	1	humus	oripodidae	594.741	357.767	12.7424670022054
R	3	humus	astigmata	668.666	328.568	12.7369893082837
L	2	humus	hipogastruridae	1109.389	303.987	12.733970258964
L	1	humus	parasitidae	668.752	323.781	12.7319259961942
P	2	humus	ceratozetoidea	589.082	364.965	12.7239204976905
P	1	Frag	scheloribates	613.186	333.455	12.7219118170228
L	2	10	astigmata	681.081	322.17	12.712304889413
P	2	Frag	oripodidae	564.549	401.166	12.711823493787
R	1	humus	oripodidae	585.051	370.129	12.7075923507461
P	1	humus	scheloribates	605.86	341.377	12.6801945559505
P	1	Frag	hipogastruridae	1107.498	296.909	12.6786941106144
P	1	humus	scheloribates	604.894	342.278	12.6689941712154
R	1	Frag	oripodidae	624.486	318.605	12.6685629607573
P	1	humus	oripodidae	623.69	319.512	12.6682846957777
L	1	Frag	oripodidae	603.195	344.069	12.6560158545225
L	2	10	oripodidae	597.377	351.507	12.6513814651958
P	2	humus	oripodidae	625.671	316.525	12.6416173782027
L	2	humus	hipogastruridae	1106.214	283.333	12.6412445724269
L	2	humus	isotomidae	1382.174	370.932	12.6114307480656
P	1	humus	scheloribates	594.898	353.508	12.608288394951
L	1	10	omnivoro	5364.9	127.886	12.6023866314424
L	1	humus	oribatulidae	586.229	356.969	12.5895938246494
L	1	humus	oripodidae	572.985	383.371	12.5702900680314
R	3	Frag	galumnidae	575.293	364.299	12.5638136839251
R	3	humus	onichiuridae	1480.637	320.45	12.5525986789093
R	1	humus	oribatulidae	581.944	358.988	12.5394772290913
P	2	10	scheloribates	650.068	287.581	12.5253778166943
P	1	humus	scheloribates	573.12	381.671	12.5246079940212
P	1	humus	isotomidae	1378.394	345.898	12.5157817044645
P	1	humus	ceratozetoidea	557.106	406.337	12.512220583302
L	1	humus	isotomidae	1378.11	261.935	12.5086141978756
L	3	10	oripodidae	589.691	357.38	12.5047876949135
L	1	Frag	onichiuridae	1478.284	310.697	12.4978169686773
L	1	humus	astigmata	606.567	356.819	12.4482963854214
L	3	Frag	hipogastruridae	1099.52	361.612	12.4470946028626
P	1	Frag	ceratozetoidea	604.226	336.445	12.4393259955326
P	1	humus	scheloribates	572.733	378.754	12.4180191871836
L	1	humus	parasitidae	618.756	380.993	12.4086572486887
P	1	humus	isotomidae	1373.925	382.057	12.4032989790399
P	2	humus	oripodidae	633.491	301.425	12.3975038252648
P	2	humus	oripodidae	587.718	356.338	12.3838297590809
L	3	Frag	hipogastruridae	1097.174	353.857	12.3794840341257
L	1	humus	hipogastruridae	1096.522	261.899	12.3607334511249
P	1	humus	bdelloidea	810.854	433.56	12.3600684748283
R	2	humus	eviphididae	629.391	363.187	12.3518573989068
P	1	humus	oppioidea	627.461	306.738	12.3512275564372
L	2	humus	isotomidae	1371.664	360.713	12.3466381048441
R	1	humus	oripodidae	603.013	334.894	12.3340752299619
L	1	humus	parasitidae	633.887	355.899	12.3253187163094
R	2	humus	astigmata	634.123	338.884	12.3129916157431
P	2	Frag	scheloribates	644.522	287.211	12.2883585542992
P	1	10	oripodidae	595.723	342.637	12.2828339581879
P	2	humus	oripodidae	572.269	374.607	12.2707195065698
L	3	humus	oribatulidae	521.969	400.607	12.2588680350793
L	2	humus	penthalidae	808.302	324.233	12.2437328929284
L	2	humus	hipogastruridae	1092.306	299.205	12.2399040693039
L	1	humus	ceratozetoidea	599.549	335.781	12.2164710055828
R	1	humus	scheloribates	593.791	343.063	12.2138321472863
L	2	10	fungivoro	3423.568	157.493	12.1968204417322
P	2	humus	oribatulidae	621.149	326.369	12.1963430910484
L	3	10	oripodidae	627.6	302.261	12.189129527647
P	2	Frag	oppioidea	611.397	320.1	12.172824828174
P	1	humus	scheloribates	622.118	307.653	12.1660878524637
P	1	humus	oribatulidae	541.505	381.313	12.1420006269058
P	3	Frag	laelapidae	651.017	326.994	12.1366912540212
P	1	humus	isotomidae	1363.119	356.124	12.1339970278627
L	2	humus	hipogastruridae	1088.504	267.618	12.1315578843698
L	1	humus	parasitidae	635.271	346.688	12.1118892344106
L	2	humus	isotomidae	1362.217	243.915	12.1116887704794
P	2	humus	oripodidae	612.334	317.204	12.1090659135181
P	1	humus	parasitidae	624.138	361.837	12.0994692836331
R	2	Hoja	oripodidae	588.852	345.89	12.0944242844404
L	2	humus	isotomidae	1361.401	258.575	12.0915301039927
L	3	Frag	hipogastruridae	1086.654	333.205	12.0790497952141
R	2	humus	scheloribates	599.066	331.427	12.0487720846658
P	3	humus	scheloribates	604.304	324.781	12.0410176513107
P	2	hoja	oppioidea	641.788	283.456	12.0315083866205
L	1	humus	parasitidae	612.523	376.108	12.0178642700485
L	1	humus	hipogastruridae	1084.193	323.39	12.0094143006271
R	1	Frag	parasitidae	645.141	329.969	11.9998152350308
P	1	humus	rhodacaroidea	659.388	311.593	11.9700882130579
L	1	humus	hipogastruridae	1082.542	279.487	11.9628353409821
P	3	Frag	oribatulidae	546.962	372.478	11.9423957737873
L	3	10	oripodidae	569.995	367.03	11.9399616486771
R	3	humus	lohmanidae	654.908	260.278	11.9356005620546
L	1	humus	isotomidae	1355.031	217.15	11.9349021337054
P	1	Frag	isotomidae	1354.796	381.661	11.9291488571128
R	1	Frag	parasitidae	636.643	337.752	11.9026524172426
L	3	humus	rhodacaroidea	670.444	296.933	11.9017184244889
L	1	humus	isotomidae	1353.483	221.429	11.8970366312848
R	1	humus	oribatulidae	511.669	401.182	11.8932447733721
L	1	humus	hipogastruridae	1079.452	242.709	11.8759539544068
P	3	Frag	oripodidae	607.048	316.657	11.8725494173392
P	1	humus	oripodidae	616.281	305.415	11.8480172046334
R	3	humus	eupodoidea	798.959	355.781	11.8240529600464
P	2	10	scheloribates	561.499	375.608	11.822321615109
P	1	humus	scheloribates	620.094	300.356	11.8167486361166
R	3	10	epilhomanioidea	581.489	346.837	11.8105024896511
R	1	humus	oripodidae	593.731	329.842	11.7729975825311
R	1	humus	oripodidae	593.731	329.824	11.7724000832558
P	1	Frag	onichiuridae	1446.339	336.389	11.7690868196316
P	3	humus	onichiuridae	1444.775	371.641	11.7341220148937
L	3	Frag	hipogastruridae	1074.081	172.31	11.7258527777928
P	1	10	oribatulidae	571.17	349.526	11.719017492439
P	1	humus	oripodidae	558.578	374.319	11.6568210664261
P	2	10	oribatulidae	560.205	355.755	11.6410865396682
L	1	Frag	hipogastruridae	1069.865	290.715	11.6088419683017
R	3	10	oripodidae	547.508	389.241	11.5930938401014
P	2	humus	astigmata	619.386	333.524	11.5916526498564
L	3	Frag	hipogastruridae	1068.567	379.587	11.5729608193124
P	1	Frag	scheloribates	605.937	308.682	11.5499185793274
R	3	humus	tenerifidae	792.569	394.587	11.5426129038373
P	1	humus	oripodidae	568.968	355.337	11.5422155667474
L	2	humus	isotomidae	1338.784	373.548	11.5413132130656
R	1	humus	oripodidae	586.485	331.84	11.5393316226763
R	1	humus	oripodidae	586.485	331.84	11.5393316226763
P	1	humus	parasitidae	592.11	389.164	11.5215619037526
L	2	humus	hipogastruridae	1065.93	243.142	11.5002729377745
R	3	humus	oribatulidae	524.38	380.542	11.4934481080128
P	1	humus	onichiuridae	1433.9	250.449	11.49282722969
L	2	10	omnivoro	3277.168	156.149	11.4768387700058
P	1	Frag	hipogastruridae	1064.843	323.773	11.4703911976777
L	1	humus	parasitidae	614.872	351.865	11.4549941926711
L	1	humus	hipogastruridae	1063.429	250.239	11.43159088928
L	1	10	hipogastruridae	1063.246	308.641	11.4265751896288
L	1	humus	oripodidae	605.904	305.122	11.4246880387883
P	2	humus	rhodacaroidea	591.304	386.15	11.4140191600603
R	1	Hoja	isotomidae	1332.798	355.366	11.3984249469924
L	3	humus	oripodidae	575.313	341.618	11.3881357924553
P	2	Frag	scheloribates	587.946	325.325	11.3875542463584
P	3	10	scheloribates	566.21	353.255	11.3633183921516
L	2	humus	isotomidae	1331.26	279.193	11.3618961377476
L	1	Frag	hipogastruridae	1060.705	319.393	11.3570691721754
L	3	humus	hipogastruridae	1060.183	315.789	11.3428223933235
P	1	humus	oripodidae	589.533	321.635	11.3310415991655
P	1	humus	parasitidae	610.284	353.335	11.3166414822434
R	1	10	omnivoro	5007.876	125.277	11.2886346317737
L	3	humus	scheloribates	609.242	297.378	11.283607336711
P	1	humus	scheloribates	565.718	350.778	11.268706536741
R	2	10	fungivoro	3181.081	157.035	11.267117045694
P	1	10	omnivoro	3734.971	144.922	11.2668116033611
R	3	Hoja	hipogastruridae	1057.332	232.267	11.2652026710859
P	1	Frag	parasitidae	636.381	316.221	11.252268052483
L	3	Frag	hipogastruridae	1056.52	291.043	11.2431548680671
P	2	humus	scheloribates	586.249	322.908	11.2407399297131
P	1	humus	isotomidae	1325.742	276.718	11.2314560500978
P	2	Frag	scheloribates	611.397	293.473	11.22830177749
P	1	humus	oripodidae	566.386	348.437	11.2264049632285
P	2	Frag	oripodidae	551.7	369.539	11.2238870477728
P	1	humus	oripodidae	561.838	354.692	11.2230011052636
L	3	Frag	astigmata	641.363	314.948	11.2004226017149
L	1	humus	scheloribates	589.325	317.809	11.1973748530506
P	1	humus	scheloribates	581.319	327.22	11.1811734604896
L	1	humus	hipogastruridae	1054.055	244.366	11.176384784656
P	1	humus	bdelloidea	783.974	373.031	11.171149550768
R	1	humus	entomobridae	1222.424	352.642	11.1700384915182
R	1	10	oripodidae	562.368	351.659	11.1556854783977
L	3	Frag	hipogastruridae	1053.218	298.027	11.1537677116952
L	3	humus	oribatulidae	573.908	334.923	11.1251901970123
L	2	10	fungivoro	2621.196	171.814	11.1137789497922
L	1	humus	scheloribates	571.412	337.803	11.110694429684
L	3	Frag	isotomidae	1320.483	345.696	11.10803460743
P	1	humus	isotomidae	1320.286	261.971	11.103428248602
R	3	humus	oripodidae	558.193	355.54	11.095979181685
L	3	Frag	hipogastruridae	1050.638	380.237	11.0842271326214
P	1	humus	scheloribates	610.859	289.695	11.0734197485308
R	1	humus	oripodidae	574.48	332.392	11.0682659086729
L	1	10	onichiuridae	1414.169	314.6	11.0631451470539
R	1	Frag	oribatulidae	575.881	332.027	11.0520237236841
R	1	10	bacterivoro	4201.31	135.28	11.043254411721
L	2	humus	isotomidae	1317.557	340.353	11.0397431000334
L	1	humus	scheloribates	614.483	284.662	11.0299122212176
R	2	humus	scheloribates	618.954	279.992	11.0273566777614
P	1	humus	rhodacaroidea	619.913	329.391	11.0237161971263
L	2	humus	parasitidae	650.746	291.676	11.0160411987321
P	1	Frag	scheloribates	573.653	331.764	11.0156004289731
L	3	Frag	parasitidae	589.476	372	10.9902910507324
L	3	Frag	isotomidae	1315.258	312.159	10.986274518464
R	1	20	symphyla	3166.418	278.945	10.9718148654117
L	3	Hoja	hipogastruridae	1046.166	201.153	10.964315750387
R	1	humus	oripodidae	581.245	319.651	10.937536737589
R	1	humus	oripodidae	581.245	319.651	10.937536737589
P	1	humus	bdelloidea	778.203	281.553	10.9262614525883
P	2	humus	ceratozetoidea	577.467	323.724	10.9172796209865
L	3	Hoja	hipogastruridae	1044.278	366.357	10.9139291031312
L	2	10	mesostigmata	633.814	307.976	10.9127275216957
L	1	H	oribatido	633.814	307.976	10.9127275216957
R	3	10	oppioidea	585.452	313.465	10.9036679735942
L	1	10	omnivoro	4480.022	130.07	10.8862821878047
P	1	humus	parasitidae	651.017	287.073	10.8792876009412
P	2	Frag	oripodidae	543.898	368.861	10.8761160804566
L	2	humus	hipogastruridae	1042.728	336.392	10.8726683500169
P	1	humus	parasitidae	602.922	347.095	10.8692931348202
R	1	Frag	oripodidae	603.288	290.743	10.8248080868053
L	2	humus	isotomidae	1308.231	301.58	10.8238741019071
P	2	humus	oripodidae	553.783	352.05	10.8138873383165
P	1	humus	scheloribates	571.699	327.446	10.8048772319026
P	2	Frag	raghididae	775.17	379.239	10.7990053505364
P	1	humus	oribatulidae	582.67	322.126	10.7964453091793
P	1	Frag	scheloribates	569.718	329.577	10.7916830466611
L	2	humus	oripodidae	556.608	346.963	10.7825547539498
L	3	humus	isotomidae	1306.092	284.405	10.7747469361807
P	1	humus	oppioidea	577.786	318.204	10.7564581501767
P	1	humus	oripodidae	547.733	358.533	10.7493227554519
R	3	Frag	oripodidae	599.31	291.751	10.7105843488808
L	1	humus	parasitidae	609.837	331.312	10.7047102517664
R	3	humus	isotomidae	1302.606	266.06	10.694989104396
R	3	humus	isotomidae	1302.606	266.06	10.694989104396
P	1	Frag	scheloribates	562.623	335.616	10.6917353440903
R	3	humus	oripodidae	600.562	288.981	10.6623843933886
P	1	humus	oripodidae	562.164	334.346	10.6359461074532
R	3	10	oppioidea	578.452	313.465	10.6329685027089
L	3	Frag	isotomidae	1299.356	285.068	10.6209722521247
L	3	Frag	hipogastruridae	1032.742	333.43	10.609115819357
L	3	10	fungivoro	5499.981	115.879	10.6075680639449
P	1	humus	oripodidae	630.697	257.435	10.6073341716228
L	1	humus	parasitidae	592.42	352.112	10.6044197197316
P	3	Frag	lohmanidae	566.348	324.201	10.5946909119123
R	1	humus	oribatulidae	561.366	331.375	10.5751447128238
L	1	humus	isotomidae	1297.299	269.458	10.574295231609
L	3	humus	oripodidae	558.352	336.989	10.5628349682291
L	2	10	predador	2859.726	160.321	10.5572403890298
P	1	humus	isotomidae	1296.541	195.67	10.5571280309231
L	1	humus	bdelloidea	768.722	445.39	10.5317566899132
R	1	Frag	oripodidae	551.234	345.479	10.5240853845962
P	1	humus	oripodidae	533.734	370.388	10.4959050227105
L	2	humus	isotomidae	1293.521	469.196	10.4889082110495
P	1	humus	scheloribates	612.987	271.115	10.4873540973419
L	3	Frag	isotomidae	1293.028	355.916	10.4777985402373
L	1	humus	astigmata	640.567	301.83	10.4746675493904
L	3	Frag	oppioidea	571.48	316.922	10.4731633552419
L	1	humus	isotomidae	1292.014	299.294	10.4549719150108
L	3	Frag	isotomidae	1291.452	449.792	10.442334198194
P	3	Frag	oribatulidae	537.129	344.975	10.4157368107065
P	2	humus	rhodacaroidea	645.59	278.261	10.4142640485226
L	3	10	omnivoro	4103.228	132.544	10.3535898298372
L	1	humus	parasitidae	580.916	359.26	10.3518802898973
R	3	humus	astigmata	658.266	291.414	10.3493982852703
R	1	humus	oripodidae	574.437	308.874	10.3364944639111
L	1	humus	hipogastruridae	1022.097	289.973	10.3324875251536
L	1	humus	hipogastruridae	1021.781	282.074	10.3243435587536
P	2	humus	oripodidae	525.614	376.293	10.3155686328106
L	2	Hoja	isotomidae	1285.682	310.984	10.3131493492794
P	1	humus	scheloribates	586.092	294.322	10.3065576000799
P	1	humus	ceratozetoidea	586.092	294.322	10.3065576000799
P	1	10	oripodidae	606.505	272.497	10.3055283333824
P	1	Frag	isotomidae	1285.332	167.797	10.3053462819234
P	1	Frag	scheloribates	612.661	266.197	10.2988615334371
P	1	humus	parasitidae	554.489	399.762	10.273736408786
L	3	Frag	hipogastruridae	1019.771	218.429	10.272633087452
