"maxreR" "maxreP" "maxreL"
"1" 1.32119295197416 0.399070832130003 1.02371652427608
"2" 0.454837503869568 0.221848769691975 0.243854506606588
"3" 0.243595149866861 0.636597675725558 0.150777615706807
"4" 0.0811677429421301 0.269643281721782 0.828494392755005
"5" 0.0612289087853626 1.72671066374392 0.394380446402315
"6" 0.580059791956743 0.106935375171869 0.161764160840044
"7" 0.524656297680543 0.158044143051425 0.433602006423488
"8" 0.53532383831346 0.0891177440193753 0.62409194260812
"9" 0.40911817290817 0.171637681807344 0.707291786319281
"10" 0.136263707425963 0.493319621999505 0.542671110201003
"11" 0.224415945105688 0.337588726128085 0.0422894697475589
"12" 0.273726747149947 0.947526480627261 0.0392278934787835
"13" 1.05291973477139 0.325923373274212 0.819681082387483
"14" 2.16353706387191 0.319781644112576 0.0757513860152997
"15" 0.0646194182084709 1.05472388226315 0.081890365459925
"16" 0.561621479479977 0.731644106849154 0.0176462271582579
"17" 0.892134802510708 1.71483697233454 1.05683415563127
"18" 0.266933853380627 0.170922687150975 1.23254351435559
"19" 2.66623571037871 0.407270748873442 1.83339815425901
"20" 1.07006013669987 0.400037783378614 0.286019048188322
"21" 0.58883586267151 0.292332291354776 0.245412077129989
"22" 0.655642358150993 0.525212694273976 0.176686976279567
"23" 0.0670342514388131 0.0967307811398544 1.21680529906063
"24" 0.420820500294349 0.715302222422402 0.527514132764479
"25" 0.285199240563397 0.225150388867425 0.323451422851774
"26" 0.147257214555343 0.528423707600148 1.93873813288398
"27" 0.885855438644301 0.285041495658033 0.235713722477326
"28" 0.0530045383052571 0.0527892600753029 0.40802466093051
"29" 0.100019369373348 0.0613117474248687 0.0286948150879197
"30" 0.477692979709411 0.115818948485845 0.217351503096699
"31" 0.410670809551241 0.189029665792221 0.515235038904257
"32" 3.57229904236133 0.608805067702582 0.0266697341434688
"33" 0.739338235634612 0.381154388415183 0.579167858172484
"34" 0.342600383525151 4.40466406708532 0.563896356129653
"35" 0.275349404826649 0.486555208729532 0.533318018381261
"36" 1.25019250751902 0.448378075229146 0.342476522407318
"37" 0.514268585018265 0.65619882678864 0.749839280710024
"38" 1.02486090583993 0.0837128273021236 0.2869019736053
"39" 0.0941768963761631 0.0587237630286349 0.087258172273093
"40" 0.855280557993673 0.432522214855888 0.116950738591439
"41" 0.169047119140859 0.532625829998246 0.0134111548352822
"42" 0.462576312708464 0.189069125036081 0.147839254393798
"43" 0.529883599307835 0.817725860816499 0.699386408104949
"44" 0.693747900880305 0.711121912205072 0.0194293379940891
"45" 0.237981501770726 0.887480909466892 0.905331344436993
"46" 0.962174203109867 0.730761470717442 0.548331714092788
"47" 0.792388982275604 0.548517603445265 1.41969508752902
"48" 0.39903248435244 0.279200466523631 0.263657713115424
"49" 0.10492947156341 0.319870655455028 0.492354841063384
"50" 0.154713403531907 0.576890962759272 0.575020579022237
"51" 0.411261710670612 0.393241133360016 0.0366531050000759
"52" 0.891426780484884 0.305711559759173 1.49993966847088
"53" 1.68559973612674 0.233018560615995 0.30748604971952
"54" 0.107297412355599 0.436280448080231 0.545944389457858
"55" 0.394573972787876 0.523305463514986 0.68372623677392
"56" 0.514403429392433 0.754813515484587 0.873902079378545
"57" 0.845269881833082 0.0564369512130256 0.29528950398842
"58" 0.26886910974251 2.15349016907074 1.95307876139677
"59" 0.096578023548159 0.695406827412174 0.627973986402421
"60" 0.204121623328409 0.227565385207984 0.28798856941114
"61" 0.291007988371639 0.666272735102245 0.515142676451188
"62" 0.234892778272065 0.916117734976157 2.54960637962054
"63" 0.535809254972484 0.731972084111086 2.20359251740513
"64" 0.851278940490525 0.53075530976886 0.175661471192424
"65" 0.723787695563139 0.103641620395266 0.0656975182224766
"66" 0.827595043840131 0.392568602303358 0.121205486753567
"67" 0.506112333049649 0.327771167503028 0.155364921258738
"68" 1.0556382086777 1.37124831002745 0.168883082920007
"69" 0.309416252257724 0.109255739559722 0.336557468082476
"70" 0.868453043297264 0.431820659206112 0.149071843562635
"71" 0.831819544329393 0.0750241189651435 0.429779539066298
"72" 0.0417995410303371 0.724994888508756 0.891795154369147
"73" 1.19838241037767 0.224237628452572 1.63564885289138
"74" 0.626804027622025 0.216142529597531 1.03278003856436
"75" 0.313302151965439 0.403430650506702 1.59920184760073
"76" 0.965661470649696 0.807432414734563 0.184899968164879
"77" 0.37180373197982 0.275161401562031 1.60622767699607
"78" 0.367007491491008 0.130450481919962 0.0147135573185509
"79" 0.400747574006917 1.64941422332768 0.0296695985527078
"80" 0.760437063070941 0.265700288003963 0.449193325506504
"81" 0.541111521171851 1.75328715514623 0.0282396081892619
"82" 0.326882143280612 0.315227777923666 0.212775062014988
"83" 0.786972819917681 0.861899617435336 3.68411567724303
"84" 0.479100350938449 0.0418447104715681 0.716759563660083
"85" 0.314824419810533 0.400099911378699 0.204944056761265
"86" 0.731440246880648 0.177674316641314 0.0466663839970774
"87" 0.300680522728335 2.52363946011711 0.196129541953348
"88" 0.462213454579287 0.39264374173532 0.319973598657307
"89" 0.635580970048708 0.384647280982669 0.332666586792558
"90" 1.18776247639449 1.30626385195465 0.38910111510603
"91" 0.127662982844132 0.166753457699197 0.303662097432365
"92" 1.1011556716476 0.0531013767343019 0.163481737919941
"93" 0.705606315623845 2.19486982174561 0.124148735008194
"94" 0.498056627738333 0.743949908878942 1.37496040437933
"95" 0.237239278667302 0.460579941495454 0.146190797037101
"96" 0.345123184399908 0.484330009805163 0.248334088932363
"97" 0.0788517298118322 2.69800614826971 0.0937655075758787
"98" 0.779502042614507 0.325666093912675 0.0168152593765418
"99" 2.48803277188977 0.423808853386998 0.524805691440424
"100" 0.651485293698101 1.00102281282654 0.572559489565092
"101" 1.09776254482345 0.222622168484439 0.417587298541743
"102" 0.310822220071736 1.26894836026725 0.278396840764459
"103" 0.388982215518948 0.364765576043535 0.12301439055876
"104" 0.831936888879448 0.0505359836668824 1.22974027290433
"105" 0.245764072236677 0.766936139381873 0.0706161464445738
"106" 0.774719979697398 0.346469998116853 0.224540954524971
"107" 0.236094769714605 0.457582448680187 1.28813105935376
"108" 0.622269179854255 0.0893086232676138 0.406652311899941
"109" 0.644570675507854 0.446199684461559 0.27302693213896
"110" 0.16915314684303 0.114355836460676 0.123553527147912
"111" 0.121400857812824 0.0254311647054947 0.205952809628233
"112" 0.253184207439636 0.049706702790579 0.923742207012415
"113" 0.298286360666944 0.105373648902157 0.143202709622411
"114" 0.570336024432685 0.0349213276764668 1.10456070746089
"115" 0.704020691116166 0.0741076646992244 0.66020650602688
"116" 1.03283954208803 1.3956932269629 0.257044135665583
"117" 0.550869887512872 0.673880747241344 1.73544434054222
"118" 2.31643368154222 0.732747812088631 0.0911896675895159
"119" 0.531648934950866 0.749899665183708 0.18442015493147
"120" 0.632558815989047 0.152634944827298 0.658303546431447
"121" 0.143597558234535 0.198585440404349 0.590372159571801
"122" 0.944720445004741 0.987060434357711 0.126336459792699
"123" 0.832042398684194 2.33641542462774 0.146006444357054
"124" 0.958089989289618 0.715205200167541 0.205219888610558
"125" 0.286617525028162 0.316158348260919 0.663176427360628
"126" 0.0399227068531408 0.581378469360658 0.33322617150171
"127" 1.86247372930561 0.0995556356128269 0.122237567529219
"128" 0.353376846880593 0.237688190239081 0.356252433023249
"129" 0.111780642840128 0.125826682767281 0.483964402701809
"130" 1.2688337045911 0.391359957491484 0.119710256320457
"131" 0.16034977207455 0.591431484934616 1.12811638895758
"132" 0.333456101108123 1.08897634880143 0.217454133436408
"133" 0.587772922787493 0.531410903918175 0.0897875090595099
"134" 1.88431090220185 0.0919044788795855 0.26604844049486
"135" 0.705902391030591 0.461181686701431 2.1216455048187
"136" 0.0431440603190998 0.345342961403732 0.165961254523279
"137" 0.366543320363481 0.164067263097569 0.0338142071075098
"138" 1.21559310724423 0.31867393738506 0.857070573034849
"139" 0.480756449640615 0.799301655993542 2.52027482326884
"140" 0.0789418851512821 0.530831083966843 0.572629538338624
"141" 0.347783875359199 0.81125825325317 1.2731290486216
"142" 0.404690136467434 0.585491680602488 0.349995533017279
"143" 0.407854416509902 0.42674961579685 0.192890855092678
"144" 0.246468500626553 0.0973629039175642 0.0991599196311221
"145" 0.416449806253656 0.426554590743254 0.587355101223062
"146" 0.203197363306509 0.753206747452647 0.0581449753764391
"147" 0.856587635612023 0.126715455449666 0.236741092666456
"148" 2.46466903383225 0.607890386968113 0.70532466527208
"149" 0.530381128105607 0.0441319749510496 0.30589466444462
"150" 1.81210386708223 0.322607719574466 0.0808847323626582
"151" 0.414642116369278 0.252533722811044 0.237383916432819
"152" 0.368672558390029 0.178374870513693 0.846873756914561
"153" 1.63412783942656 0.0117120635559396 0.0917104802455522
